GEOLINEID,Legend_Description,GSC_SYMBOL
112003010388,"fault; thrust; defined; attitude upright, assumed from archival data; undefined generation",4.02.03.001
112003016601,fault; thrust; defined; attitude not entered; first generation,4.02.03.001
112003016602,fault; thrust; defined; attitude not entered; second generation,4.02.03.001
112003016603,fault; thrust; defined; attitude not entered; third generation,4.02.03.001
112003016604,fault; thrust; defined; attitude not entered; fourth generation,4.02.03.001
112003016610,fault; thrust; defined; attitude not entered; primary generation,4.02.03.001
112003016620,fault; thrust; defined; attitude not entered; multi-generation generation,4.02.03.001
112003016666,fault; thrust; defined; attitude not entered; not entered generation,4.02.03.001
112003016688,fault; thrust; defined; attitude not entered; undefined generation,4.02.03.001
112003017701,fault; thrust; defined; attitude unknown; first generation,4.02.03.001
112003017702,fault; thrust; defined; attitude unknown; second generation,4.02.03.001
112003017703,fault; thrust; defined; attitude unknown; third generation,4.02.03.001
112003017704,fault; thrust; defined; attitude unknown; fourth generation,4.02.03.001
112003017710,fault; thrust; defined; attitude unknown; primary generation,4.02.03.001
112003017720,fault; thrust; defined; attitude unknown; multi-generation generation,4.02.03.001
112003017766,fault; thrust; defined; attitude unknown; not entered generation,4.02.03.001
112003017788,fault; thrust; defined; attitude unknown; undefined generation,4.02.03.001
112003020101,fault; thrust; approximate; attitude upright; first generation,4.02.03.002
112003020102,fault; thrust; approximate; attitude upright; second generation,4.02.03.002
112003020103,fault; thrust; approximate; attitude upright; third generation,4.02.03.002
112003020104,fault; thrust; approximate; attitude upright; fourth generation,4.02.03.002
112003020110,fault; thrust; approximate; attitude upright; primary generation,4.02.03.002
112003020120,fault; thrust; approximate; attitude upright; multi-generation generation,4.02.03.002
112003020166,fault; thrust; approximate; attitude upright; not entered generation,4.02.03.002
112003020188,fault; thrust; approximate; attitude upright; undefined generation,4.02.03.002
112003020201,fault; thrust; approximate; attitude overturned; first generation,4.02.04.002
112003020202,fault; thrust; approximate; attitude overturned; second generation,4.02.04.002
112003020203,fault; thrust; approximate; attitude overturned; third generation,4.02.04.002
112003020204,fault; thrust; approximate; attitude overturned; fourth generation,4.02.04.002
112003020210,fault; thrust; approximate; attitude overturned; primary generation,4.02.04.002
112003020220,fault; thrust; approximate; attitude overturned; multi-generation generation,4.02.04.002
112003020266,fault; thrust; approximate; attitude overturned; not entered generation,4.02.04.002
112003020288,fault; thrust; approximate; attitude overturned; undefined generation,4.02.04.002
112003020301,"fault; thrust; approximate; attitude upright, assumed from archival data; first generation",4.02.03.002
112003020302,"fault; thrust; approximate; attitude upright, assumed from archival data; second generation",4.02.03.002
112003020303,"fault; thrust; approximate; attitude upright, assumed from archival data; third generation",4.02.03.002
112003020304,"fault; thrust; approximate; attitude upright, assumed from archival data; fourth generation",4.02.03.002
112003020310,"fault; thrust; approximate; attitude upright, assumed from archival data; primary generation",4.02.03.002
112003020320,"fault; thrust; approximate; attitude upright, assumed from archival data; multi-generation generation",4.02.03.002
112003020366,"fault; thrust; approximate; attitude upright, assumed from archival data; not entered generation",4.02.03.002
112003020388,"fault; thrust; approximate; attitude upright, assumed from archival data; undefined generation",4.02.03.002
112003026601,fault; thrust; approximate; attitude not entered; first generation,4.02.03.002
112003026602,fault; thrust; approximate; attitude not entered; second generation,4.02.03.002
112003026603,fault; thrust; approximate; attitude not entered; third generation,4.02.03.002
112003026604,fault; thrust; approximate; attitude not entered; fourth generation,4.02.03.002
112003026610,fault; thrust; approximate; attitude not entered; primary generation,4.02.03.002
112003026620,fault; thrust; approximate; attitude not entered; multi-generation generation,4.02.03.002
112003026666,fault; thrust; approximate; attitude not entered; not entered generation,4.02.03.002
112003026688,fault; thrust; approximate; attitude not entered; undefined generation,4.02.03.002
112003027701,fault; thrust; approximate; attitude unknown; first generation,4.02.03.002
112003027702,fault; thrust; approximate; attitude unknown; second generation,4.02.03.002
112003027703,fault; thrust; approximate; attitude unknown; third generation,4.02.03.002
112003027704,fault; thrust; approximate; attitude unknown; fourth generation,4.02.03.002
112003027710,fault; thrust; approximate; attitude unknown; primary generation,4.02.03.002
112003027720,fault; thrust; approximate; attitude unknown; multi-generation generation,4.02.03.002
112003027766,fault; thrust; approximate; attitude unknown; not entered generation,4.02.03.002
112003027788,fault; thrust; approximate; attitude unknown; undefined generation,4.02.03.002
112003030101,fault; thrust; inferred; attitude upright; first generation,4.02.03.003
112003030102,fault; thrust; inferred; attitude upright; second generation,4.02.03.003
112003030103,fault; thrust; inferred; attitude upright; third generation,4.02.03.003
112003030104,fault; thrust; inferred; attitude upright; fourth generation,4.02.03.003
112003030110,fault; thrust; inferred; attitude upright; primary generation,4.02.03.003
112003030120,fault; thrust; inferred; attitude upright; multi-generation generation,4.02.03.003
112003030166,fault; thrust; inferred; attitude upright; not entered generation,4.02.03.003
112003030188,fault; thrust; inferred; attitude upright; undefined generation,4.02.03.003
112003030201,fault; thrust; inferred; attitude overturned; first generation,4.02.04.003
112003030202,fault; thrust; inferred; attitude overturned; second generation,4.02.04.003
112003030203,fault; thrust; inferred; attitude overturned; third generation,4.02.04.003
112003030204,fault; thrust; inferred; attitude overturned; fourth generation,4.02.04.003
112003030210,fault; thrust; inferred; attitude overturned; primary generation,4.02.04.003
112003030220,fault; thrust; inferred; attitude overturned; multi-generation generation,4.02.04.003
112003030266,fault; thrust; inferred; attitude overturned; not entered generation,4.02.04.003
112003030288,fault; thrust; inferred; attitude overturned; undefined generation,4.02.04.003
112003030301,"fault; thrust; inferred; attitude upright, assumed from archival data; first generation",4.02.03.003
112003030302,"fault; thrust; inferred; attitude upright, assumed from archival data; second generation",4.02.03.003
112003030303,"fault; thrust; inferred; attitude upright, assumed from archival data; third generation",4.02.03.003
112003030304,"fault; thrust; inferred; attitude upright, assumed from archival data; fourth generation",4.02.03.003
112003030310,"fault; thrust; inferred; attitude upright, assumed from archival data; primary generation",4.02.03.003
112003030320,"fault; thrust; inferred; attitude upright, assumed from archival data; multi-generation generation",4.02.03.003
112003030366,"fault; thrust; inferred; attitude upright, assumed from archival data; not entered generation",4.02.03.003
112003030388,"fault; thrust; inferred; attitude upright, assumed from archival data; undefined generation",4.02.03.003
112003036601,fault; thrust; inferred; attitude not entered; first generation,4.02.03.003
112003036602,fault; thrust; inferred; attitude not entered; second generation,4.02.03.003
112003036603,fault; thrust; inferred; attitude not entered; third generation,4.02.03.003
112003036604,fault; thrust; inferred; attitude not entered; fourth generation,4.02.03.003
112003036610,fault; thrust; inferred; attitude not entered; primary generation,4.02.03.003
112003036620,fault; thrust; inferred; attitude not entered; multi-generation generation,4.02.03.003
112003036666,fault; thrust; inferred; attitude not entered; not entered generation,4.02.03.003
112003036688,fault; thrust; inferred; attitude not entered; undefined generation,4.02.03.003
112003037701,fault; thrust; inferred; attitude unknown; first generation,4.02.03.003
112003037702,fault; thrust; inferred; attitude unknown; second generation,4.02.03.003
112003037703,fault; thrust; inferred; attitude unknown; third generation,4.02.03.003
112003037704,fault; thrust; inferred; attitude unknown; fourth generation,4.02.03.003
112003037710,fault; thrust; inferred; attitude unknown; primary generation,4.02.03.003
112003037720,fault; thrust; inferred; attitude unknown; multi-generation generation,4.02.03.003
