GEOLINEID,Legend_Description,GSC_SYMBOL
122057047710,"shear; oblique-slip, sinistral, contractional; concealed; attitude unknown; primary generation",4.03.09.004
122057047720,"shear; oblique-slip, sinistral, contractional; concealed; attitude unknown; multi-generation generation",4.03.09.004
122057047766,"shear; oblique-slip, sinistral, contractional; concealed; attitude unknown; not entered generation",4.03.09.004
122057047788,"shear; oblique-slip, sinistral, contractional; concealed; attitude unknown; undefined generation",4.03.09.004
122059016601,"shear; generic, moderate dip; defined; attitude not entered; first generation",4.03.12.001
122059016602,"shear; generic, moderate dip; defined; attitude not entered; second generation",4.03.12.001
122059016603,"shear; generic, moderate dip; defined; attitude not entered; third generation",4.03.12.001
122059016604,"shear; generic, moderate dip; defined; attitude not entered; fourth generation",4.03.12.001
122059016610,"shear; generic, moderate dip; defined; attitude not entered; primary generation",4.03.12.001
122059016620,"shear; generic, moderate dip; defined; attitude not entered; multi-generation generation",4.03.12.001
122059016666,"shear; generic, moderate dip; defined; attitude not entered; not entered generation",4.03.12.001
122059016688,"shear; generic, moderate dip; defined; attitude not entered; undefined generation",4.03.12.001
122059017701,"shear; generic, moderate dip; defined; attitude unknown; first generation",4.03.12.001
122059017702,"shear; generic, moderate dip; defined; attitude unknown; second generation",4.03.12.001
122059017703,"shear; generic, moderate dip; defined; attitude unknown; third generation",4.03.12.001
122059017704,"shear; generic, moderate dip; defined; attitude unknown; fourth generation",4.03.12.001
122059017710,"shear; generic, moderate dip; defined; attitude unknown; primary generation",4.03.12.001
122059017720,"shear; generic, moderate dip; defined; attitude unknown; multi-generation generation",4.03.12.001
122059017766,"shear; generic, moderate dip; defined; attitude unknown; not entered generation",4.03.12.001
122059017788,"shear; generic, moderate dip; defined; attitude unknown; undefined generation",4.03.12.001
122059019901,"shear; generic, moderate dip; defined; attitude not applicable; first generation",4.03.12.001
122059019902,"shear; generic, moderate dip; defined; attitude not applicable; second generation",4.03.12.001
122059019903,"shear; generic, moderate dip; defined; attitude not applicable; third generation",4.03.12.001
122059019904,"shear; generic, moderate dip; defined; attitude not applicable; fourth generation",4.03.12.001
122059019910,"shear; generic, moderate dip; defined; attitude not applicable; primary generation",4.03.12.001
122059019920,"shear; generic, moderate dip; defined; attitude not applicable; multi-generation generation",4.03.12.001
122059019966,"shear; generic, moderate dip; defined; attitude not applicable; not entered generation",4.03.12.001
122059019988,"shear; generic, moderate dip; defined; attitude not applicable; undefined generation",4.03.12.001
122059026601,"shear; generic, moderate dip; approximate; attitude not entered; first generation",4.03.12.002
122059026602,"shear; generic, moderate dip; approximate; attitude not entered; second generation",4.03.12.002
122059026603,"shear; generic, moderate dip; approximate; attitude not entered; third generation",4.03.12.002
122059026604,"shear; generic, moderate dip; approximate; attitude not entered; fourth generation",4.03.12.002
122059026610,"shear; generic, moderate dip; approximate; attitude not entered; primary generation",4.03.12.002
122059026620,"shear; generic, moderate dip; approximate; attitude not entered; multi-generation generation",4.03.12.002
122059026666,"shear; generic, moderate dip; approximate; attitude not entered; not entered generation",4.03.12.002
122059026688,"shear; generic, moderate dip; approximate; attitude not entered; undefined generation",4.03.12.002
122059027701,"shear; generic, moderate dip; approximate; attitude unknown; first generation",4.03.12.002
122059027702,"shear; generic, moderate dip; approximate; attitude unknown; second generation",4.03.12.002
122059027703,"shear; generic, moderate dip; approximate; attitude unknown; third generation",4.03.12.002
122059027704,"shear; generic, moderate dip; approximate; attitude unknown; fourth generation",4.03.12.002
122059027710,"shear; generic, moderate dip; approximate; attitude unknown; primary generation",4.03.12.002
122059027720,"shear; generic, moderate dip; approximate; attitude unknown; multi-generation generation",4.03.12.002
122059027766,"shear; generic, moderate dip; approximate; attitude unknown; not entered generation",4.03.12.002
122059027788,"shear; generic, moderate dip; approximate; attitude unknown; undefined generation",4.03.12.002
122059029901,"shear; generic, moderate dip; approximate; attitude not applicable; first generation",4.03.12.002
122059029902,"shear; generic, moderate dip; approximate; attitude not applicable; second generation",4.03.12.002
122059029903,"shear; generic, moderate dip; approximate; attitude not applicable; third generation",4.03.12.002
122059029904,"shear; generic, moderate dip; approximate; attitude not applicable; fourth generation",4.03.12.002
122059029910,"shear; generic, moderate dip; approximate; attitude not applicable; primary generation",4.03.12.002
122059029920,"shear; generic, moderate dip; approximate; attitude not applicable; multi-generation generation",4.03.12.002
122059029966,"shear; generic, moderate dip; approximate; attitude not applicable; not entered generation",4.03.12.002
122059029988,"shear; generic, moderate dip; approximate; attitude not applicable; undefined generation",4.03.12.002
122059036601,"shear; generic, moderate dip; inferred; attitude not entered; first generation",4.03.12.003
122059036602,"shear; generic, moderate dip; inferred; attitude not entered; second generation",4.03.12.003
122059036603,"shear; generic, moderate dip; inferred; attitude not entered; third generation",4.03.12.003
122059036604,"shear; generic, moderate dip; inferred; attitude not entered; fourth generation",4.03.12.003
122059036610,"shear; generic, moderate dip; inferred; attitude not entered; primary generation",4.03.12.003
122059036620,"shear; generic, moderate dip; inferred; attitude not entered; multi-generation generation",4.03.12.003
122059036666,"shear; generic, moderate dip; inferred; attitude not entered; not entered generation",4.03.12.003
122059036688,"shear; generic, moderate dip; inferred; attitude not entered; undefined generation",4.03.12.003
122059037701,"shear; generic, moderate dip; inferred; attitude unknown; first generation",4.03.12.003
122059037702,"shear; generic, moderate dip; inferred; attitude unknown; second generation",4.03.12.003
122059037703,"shear; generic, moderate dip; inferred; attitude unknown; third generation",4.03.12.003
122059037704,"shear; generic, moderate dip; inferred; attitude unknown; fourth generation",4.03.12.003
122059037710,"shear; generic, moderate dip; inferred; attitude unknown; primary generation",4.03.12.003
122059037720,"shear; generic, moderate dip; inferred; attitude unknown; multi-generation generation",4.03.12.003
122059037766,"shear; generic, moderate dip; inferred; attitude unknown; not entered generation",4.03.12.003
122059037788,"shear; generic, moderate dip; inferred; attitude unknown; undefined generation",4.03.12.003
122059039901,"shear; generic, moderate dip; inferred; attitude not applicable; first generation",4.03.12.003
122059039902,"shear; generic, moderate dip; inferred; attitude not applicable; second generation",4.03.12.003
122059039903,"shear; generic, moderate dip; inferred; attitude not applicable; third generation",4.03.12.003
122059039904,"shear; generic, moderate dip; inferred; attitude not applicable; fourth generation",4.03.12.003
122059039910,"shear; generic, moderate dip; inferred; attitude not applicable; primary generation",4.03.12.003
122059039920,"shear; generic, moderate dip; inferred; attitude not applicable; multi-generation generation",4.03.12.003
122059039966,"shear; generic, moderate dip; inferred; attitude not applicable; not entered generation",4.03.12.003
122059039988,"shear; generic, moderate dip; inferred; attitude not applicable; undefined generation",4.03.12.003
122059046601,"shear; generic, moderate dip; concealed; attitude not entered; first generation",4.03.12.004
122059046602,"shear; generic, moderate dip; concealed; attitude not entered; second generation",4.03.12.004
122059046603,"shear; generic, moderate dip; concealed; attitude not entered; third generation",4.03.12.004
122059046604,"shear; generic, moderate dip; concealed; attitude not entered; fourth generation",4.03.12.004
122059046610,"shear; generic, moderate dip; concealed; attitude not entered; primary generation",4.03.12.004
122059046620,"shear; generic, moderate dip; concealed; attitude not entered; multi-generation generation",4.03.12.004
122059046666,"shear; generic, moderate dip; concealed; attitude not entered; not entered generation",4.03.12.004
122059046688,"shear; generic, moderate dip; concealed; attitude not entered; undefined generation",4.03.12.004
122059047701,"shear; generic, moderate dip; concealed; attitude unknown; first generation",4.03.12.004
122059047702,"shear; generic, moderate dip; concealed; attitude unknown; second generation",4.03.12.004
122059047703,"shear; generic, moderate dip; concealed; attitude unknown; third generation",4.03.12.004
122059047704,"shear; generic, moderate dip; concealed; attitude unknown; fourth generation",4.03.12.004
122059047710,"shear; generic, moderate dip; concealed; attitude unknown; primary generation",4.03.12.004
122059047720,"shear; generic, moderate dip; concealed; attitude unknown; multi-generation generation",4.03.12.004
122059047766,"shear; generic, moderate dip; concealed; attitude unknown; not entered generation",4.03.12.004
122059047788,"shear; generic, moderate dip; concealed; attitude unknown; undefined generation",4.03.12.004
122059049901,"shear; generic, moderate dip; concealed; attitude not applicable; first generation",4.03.12.004
122059049902,"shear; generic, moderate dip; concealed; attitude not applicable; second generation",4.03.12.004
122059049903,"shear; generic, moderate dip; concealed; attitude not applicable; third generation",4.03.12.004
122059049904,"shear; generic, moderate dip; concealed; attitude not applicable; fourth generation",4.03.12.004
122059049910,"shear; generic, moderate dip; concealed; attitude not applicable; primary generation",4.03.12.004
122059049920,"shear; generic, moderate dip; concealed; attitude not applicable; multi-generation generation",4.03.12.004
122059049966,"shear; generic, moderate dip; concealed; attitude not applicable; not entered generation",4.03.12.004
122059049988,"shear; generic, moderate dip; concealed; attitude not applicable; undefined generation",4.03.12.004
122060016601,"shear; generic, shallow dip; defined; attitude not entered; first generation",4.03.12.001
122060016602,"shear; generic, shallow dip; defined; attitude not entered; second generation",4.03.12.001
122060016603,"shear; generic, shallow dip; defined; attitude not entered; third generation",4.03.12.001
122060016604,"shear; generic, shallow dip; defined; attitude not entered; fourth generation",4.03.12.001
122060016610,"shear; generic, shallow dip; defined; attitude not entered; primary generation",4.03.12.001
122060016620,"shear; generic, shallow dip; defined; attitude not entered; multi-generation generation",4.03.12.001
122060016666,"shear; generic, shallow dip; defined; attitude not entered; not entered generation",4.03.12.001
122060016688,"shear; generic, shallow dip; defined; attitude not entered; undefined generation",4.03.12.001
122060017701,"shear; generic, shallow dip; defined; attitude unknown; first generation",4.03.12.001
122060017702,"shear; generic, shallow dip; defined; attitude unknown; second generation",4.03.12.001
122060017703,"shear; generic, shallow dip; defined; attitude unknown; third generation",4.03.12.001
122060017704,"shear; generic, shallow dip; defined; attitude unknown; fourth generation",4.03.12.001
122060017710,"shear; generic, shallow dip; defined; attitude unknown; primary generation",4.03.12.001
122060017720,"shear; generic, shallow dip; defined; attitude unknown; multi-generation generation",4.03.12.001
122060017766,"shear; generic, shallow dip; defined; attitude unknown; not entered generation",4.03.12.001
122060017788,"shear; generic, shallow dip; defined; attitude unknown; undefined generation",4.03.12.001
122060019901,"shear; generic, shallow dip; defined; attitude not applicable; first generation",4.03.12.001
122060019902,"shear; generic, shallow dip; defined; attitude not applicable; second generation",4.03.12.001
122060019903,"shear; generic, shallow dip; defined; attitude not applicable; third generation",4.03.12.001
122060019904,"shear; generic, shallow dip; defined; attitude not applicable; fourth generation",4.03.12.001
122060019910,"shear; generic, shallow dip; defined; attitude not applicable; primary generation",4.03.12.001
122060019920,"shear; generic, shallow dip; defined; attitude not applicable; multi-generation generation",4.03.12.001
122060019966,"shear; generic, shallow dip; defined; attitude not applicable; not entered generation",4.03.12.001
122060019988,"shear; generic, shallow dip; defined; attitude not applicable; undefined generation",4.03.12.001
122060026601,"shear; generic, shallow dip; approximate; attitude not entered; first generation",4.03.12.002
122060026602,"shear; generic, shallow dip; approximate; attitude not entered; second generation",4.03.12.002
122060026603,"shear; generic, shallow dip; approximate; attitude not entered; third generation",4.03.12.002
122060026604,"shear; generic, shallow dip; approximate; attitude not entered; fourth generation",4.03.12.002
122060026610,"shear; generic, shallow dip; approximate; attitude not entered; primary generation",4.03.12.002
122060026620,"shear; generic, shallow dip; approximate; attitude not entered; multi-generation generation",4.03.12.002
122060026666,"shear; generic, shallow dip; approximate; attitude not entered; not entered generation",4.03.12.002
122060026688,"shear; generic, shallow dip; approximate; attitude not entered; undefined generation",4.03.12.002
122060027701,"shear; generic, shallow dip; approximate; attitude unknown; first generation",4.03.12.002
122060027702,"shear; generic, shallow dip; approximate; attitude unknown; second generation",4.03.12.002
122060027703,"shear; generic, shallow dip; approximate; attitude unknown; third generation",4.03.12.002
122060027704,"shear; generic, shallow dip; approximate; attitude unknown; fourth generation",4.03.12.002
122060027710,"shear; generic, shallow dip; approximate; attitude unknown; primary generation",4.03.12.002
122060027720,"shear; generic, shallow dip; approximate; attitude unknown; multi-generation generation",4.03.12.002
122060027766,"shear; generic, shallow dip; approximate; attitude unknown; not entered generation",4.03.12.002
122060027788,"shear; generic, shallow dip; approximate; attitude unknown; undefined generation",4.03.12.002
122060029901,"shear; generic, shallow dip; approximate; attitude not applicable; first generation",4.03.12.002
122060029902,"shear; generic, shallow dip; approximate; attitude not applicable; second generation",4.03.12.002
122060029903,"shear; generic, shallow dip; approximate; attitude not applicable; third generation",4.03.12.002
122060029904,"shear; generic, shallow dip; approximate; attitude not applicable; fourth generation",4.03.12.002
122060029910,"shear; generic, shallow dip; approximate; attitude not applicable; primary generation",4.03.12.002
122060029920,"shear; generic, shallow dip; approximate; attitude not applicable; multi-generation generation",4.03.12.002
122060029966,"shear; generic, shallow dip; approximate; attitude not applicable; not entered generation",4.03.12.002
122060029988,"shear; generic, shallow dip; approximate; attitude not applicable; undefined generation",4.03.12.002
122060036601,"shear; generic, shallow dip; inferred; attitude not entered; first generation",4.03.12.003
122060036602,"shear; generic, shallow dip; inferred; attitude not entered; second generation",4.03.12.003
122060036603,"shear; generic, shallow dip; inferred; attitude not entered; third generation",4.03.12.003
122060036604,"shear; generic, shallow dip; inferred; attitude not entered; fourth generation",4.03.12.003
122060036610,"shear; generic, shallow dip; inferred; attitude not entered; primary generation",4.03.12.003
122060036620,"shear; generic, shallow dip; inferred; attitude not entered; multi-generation generation",4.03.12.003
122060036666,"shear; generic, shallow dip; inferred; attitude not entered; not entered generation",4.03.12.003
122060036688,"shear; generic, shallow dip; inferred; attitude not entered; undefined generation",4.03.12.003
122060037701,"shear; generic, shallow dip; inferred; attitude unknown; first generation",4.03.12.003
122060037702,"shear; generic, shallow dip; inferred; attitude unknown; second generation",4.03.12.003
122060037703,"shear; generic, shallow dip; inferred; attitude unknown; third generation",4.03.12.003
122060037704,"shear; generic, shallow dip; inferred; attitude unknown; fourth generation",4.03.12.003
122060037710,"shear; generic, shallow dip; inferred; attitude unknown; primary generation",4.03.12.003
122060037720,"shear; generic, shallow dip; inferred; attitude unknown; multi-generation generation",4.03.12.003
122060037766,"shear; generic, shallow dip; inferred; attitude unknown; not entered generation",4.03.12.003
122060037788,"shear; generic, shallow dip; inferred; attitude unknown; undefined generation",4.03.12.003
122060039901,"shear; generic, shallow dip; inferred; attitude not applicable; first generation",4.03.12.003
122060039902,"shear; generic, shallow dip; inferred; attitude not applicable; second generation",4.03.12.003
122060039903,"shear; generic, shallow dip; inferred; attitude not applicable; third generation",4.03.12.003
122060039904,"shear; generic, shallow dip; inferred; attitude not applicable; fourth generation",4.03.12.003
122060039910,"shear; generic, shallow dip; inferred; attitude not applicable; primary generation",4.03.12.003
122060039920,"shear; generic, shallow dip; inferred; attitude not applicable; multi-generation generation",4.03.12.003
122060039966,"shear; generic, shallow dip; inferred; attitude not applicable; not entered generation",4.03.12.003
122060039988,"shear; generic, shallow dip; inferred; attitude not applicable; undefined generation",4.03.12.003
122060046601,"shear; generic, shallow dip; concealed; attitude not entered; first generation",4.03.12.004
122060046602,"shear; generic, shallow dip; concealed; attitude not entered; second generation",4.03.12.004
122060046603,"shear; generic, shallow dip; concealed; attitude not entered; third generation",4.03.12.004
122060046604,"shear; generic, shallow dip; concealed; attitude not entered; fourth generation",4.03.12.004
122060046610,"shear; generic, shallow dip; concealed; attitude not entered; primary generation",4.03.12.004
122060046620,"shear; generic, shallow dip; concealed; attitude not entered; multi-generation generation",4.03.12.004
122060046666,"shear; generic, shallow dip; concealed; attitude not entered; not entered generation",4.03.12.004
122060046688,"shear; generic, shallow dip; concealed; attitude not entered; undefined generation",4.03.12.004
122060047701,"shear; generic, shallow dip; concealed; attitude unknown; first generation",4.03.12.004
122060047702,"shear; generic, shallow dip; concealed; attitude unknown; second generation",4.03.12.004
122060047703,"shear; generic, shallow dip; concealed; attitude unknown; third generation",4.03.12.004
122060047704,"shear; generic, shallow dip; concealed; attitude unknown; fourth generation",4.03.12.004
122060047710,"shear; generic, shallow dip; concealed; attitude unknown; primary generation",4.03.12.004
122060047720,"shear; generic, shallow dip; concealed; attitude unknown; multi-generation generation",4.03.12.004
122060047766,"shear; generic, shallow dip; concealed; attitude unknown; not entered generation",4.03.12.004
122060047788,"shear; generic, shallow dip; concealed; attitude unknown; undefined generation",4.03.12.004
122060049901,"shear; generic, shallow dip; concealed; attitude not applicable; first generation",4.03.12.004
122060049902,"shear; generic, shallow dip; concealed; attitude not applicable; second generation",4.03.12.004
122060049903,"shear; generic, shallow dip; concealed; attitude not applicable; third generation",4.03.12.004
122060049904,"shear; generic, shallow dip; concealed; attitude not applicable; fourth generation",4.03.12.004
122060049910,"shear; generic, shallow dip; concealed; attitude not applicable; primary generation",4.03.12.004
122060049920,"shear; generic, shallow dip; concealed; attitude not applicable; multi-generation generation",4.03.12.004
122060049966,"shear; generic, shallow dip; concealed; attitude not applicable; not entered generation",4.03.12.004
122060049988,"shear; generic, shallow dip; concealed; attitude not applicable; undefined generation",4.03.12.004
122061016601,"shear; generic, steep dip; defined; attitude not entered; first generation",4.03.12.001
122061016602,"shear; generic, steep dip; defined; attitude not entered; second generation",4.03.12.001
122061016603,"shear; generic, steep dip; defined; attitude not entered; third generation",4.03.12.001
122061016604,"shear; generic, steep dip; defined; attitude not entered; fourth generation",4.03.12.001
122061016610,"shear; generic, steep dip; defined; attitude not entered; primary generation",4.03.12.001
122061016620,"shear; generic, steep dip; defined; attitude not entered; multi-generation generation",4.03.12.001
122061016666,"shear; generic, steep dip; defined; attitude not entered; not entered generation",4.03.12.001
122061016688,"shear; generic, steep dip; defined; attitude not entered; undefined generation",4.03.12.001
122061017701,"shear; generic, steep dip; defined; attitude unknown; first generation",4.03.12.001
122061017702,"shear; generic, steep dip; defined; attitude unknown; second generation",4.03.12.001
122061017703,"shear; generic, steep dip; defined; attitude unknown; third generation",4.03.12.001
122061017704,"shear; generic, steep dip; defined; attitude unknown; fourth generation",4.03.12.001
122061017710,"shear; generic, steep dip; defined; attitude unknown; primary generation",4.03.12.001
122061017720,"shear; generic, steep dip; defined; attitude unknown; multi-generation generation",4.03.12.001
122061017766,"shear; generic, steep dip; defined; attitude unknown; not entered generation",4.03.12.001
122061017788,"shear; generic, steep dip; defined; attitude unknown; undefined generation",4.03.12.001
122061019901,"shear; generic, steep dip; defined; attitude not applicable; first generation",4.03.12.001
122061019902,"shear; generic, steep dip; defined; attitude not applicable; second generation",4.03.12.001
122061019903,"shear; generic, steep dip; defined; attitude not applicable; third generation",4.03.12.001
122061019904,"shear; generic, steep dip; defined; attitude not applicable; fourth generation",4.03.12.001
122061019910,"shear; generic, steep dip; defined; attitude not applicable; primary generation",4.03.12.001
122061019920,"shear; generic, steep dip; defined; attitude not applicable; multi-generation generation",4.03.12.001
122061019966,"shear; generic, steep dip; defined; attitude not applicable; not entered generation",4.03.12.001
122061019988,"shear; generic, steep dip; defined; attitude not applicable; undefined generation",4.03.12.001
122061026601,"shear; generic, steep dip; approximate; attitude not entered; first generation",4.03.12.002
122061026602,"shear; generic, steep dip; approximate; attitude not entered; second generation",4.03.12.002
122061026603,"shear; generic, steep dip; approximate; attitude not entered; third generation",4.03.12.002
122061026604,"shear; generic, steep dip; approximate; attitude not entered; fourth generation",4.03.12.002
122061026610,"shear; generic, steep dip; approximate; attitude not entered; primary generation",4.03.12.002
122061026620,"shear; generic, steep dip; approximate; attitude not entered; multi-generation generation",4.03.12.002
122061026666,"shear; generic, steep dip; approximate; attitude not entered; not entered generation",4.03.12.002
122061026688,"shear; generic, steep dip; approximate; attitude not entered; undefined generation",4.03.12.002
122061027701,"shear; generic, steep dip; approximate; attitude unknown; first generation",4.03.12.002
122061027702,"shear; generic, steep dip; approximate; attitude unknown; second generation",4.03.12.002
122061027703,"shear; generic, steep dip; approximate; attitude unknown; third generation",4.03.12.002
122061027704,"shear; generic, steep dip; approximate; attitude unknown; fourth generation",4.03.12.002
122061027710,"shear; generic, steep dip; approximate; attitude unknown; primary generation",4.03.12.002
122061027720,"shear; generic, steep dip; approximate; attitude unknown; multi-generation generation",4.03.12.002
122061027766,"shear; generic, steep dip; approximate; attitude unknown; not entered generation",4.03.12.002
122061027788,"shear; generic, steep dip; approximate; attitude unknown; undefined generation",4.03.12.002
122061029901,"shear; generic, steep dip; approximate; attitude not applicable; first generation",4.03.12.002
122061029902,"shear; generic, steep dip; approximate; attitude not applicable; second generation",4.03.12.002
122061029903,"shear; generic, steep dip; approximate; attitude not applicable; third generation",4.03.12.002
122061029904,"shear; generic, steep dip; approximate; attitude not applicable; fourth generation",4.03.12.002
122061029910,"shear; generic, steep dip; approximate; attitude not applicable; primary generation",4.03.12.002
122061029920,"shear; generic, steep dip; approximate; attitude not applicable; multi-generation generation",4.03.12.002
122061029966,"shear; generic, steep dip; approximate; attitude not applicable; not entered generation",4.03.12.002
122061029988,"shear; generic, steep dip; approximate; attitude not applicable; undefined generation",4.03.12.002
122061036601,"shear; generic, steep dip; inferred; attitude not entered; first generation",4.03.12.003
122061036602,"shear; generic, steep dip; inferred; attitude not entered; second generation",4.03.12.003
122061036603,"shear; generic, steep dip; inferred; attitude not entered; third generation",4.03.12.003
122061036604,"shear; generic, steep dip; inferred; attitude not entered; fourth generation",4.03.12.003
122061036610,"shear; generic, steep dip; inferred; attitude not entered; primary generation",4.03.12.003
122061036620,"shear; generic, steep dip; inferred; attitude not entered; multi-generation generation",4.03.12.003
122061036666,"shear; generic, steep dip; inferred; attitude not entered; not entered generation",4.03.12.003
122061036688,"shear; generic, steep dip; inferred; attitude not entered; undefined generation",4.03.12.003
122061037701,"shear; generic, steep dip; inferred; attitude unknown; first generation",4.03.12.003
122061037702,"shear; generic, steep dip; inferred; attitude unknown; second generation",4.03.12.003
122061037703,"shear; generic, steep dip; inferred; attitude unknown; third generation",4.03.12.003
122061037704,"shear; generic, steep dip; inferred; attitude unknown; fourth generation",4.03.12.003
122061037710,"shear; generic, steep dip; inferred; attitude unknown; primary generation",4.03.12.003
122061037720,"shear; generic, steep dip; inferred; attitude unknown; multi-generation generation",4.03.12.003
122061037766,"shear; generic, steep dip; inferred; attitude unknown; not entered generation",4.03.12.003
122061037788,"shear; generic, steep dip; inferred; attitude unknown; undefined generation",4.03.12.003
122061039901,"shear; generic, steep dip; inferred; attitude not applicable; first generation",4.03.12.003
122061039902,"shear; generic, steep dip; inferred; attitude not applicable; second generation",4.03.12.003
122061039903,"shear; generic, steep dip; inferred; attitude not applicable; third generation",4.03.12.003
122061039904,"shear; generic, steep dip; inferred; attitude not applicable; fourth generation",4.03.12.003
122061039910,"shear; generic, steep dip; inferred; attitude not applicable; primary generation",4.03.12.003
122061039920,"shear; generic, steep dip; inferred; attitude not applicable; multi-generation generation",4.03.12.003
122061039966,"shear; generic, steep dip; inferred; attitude not applicable; not entered generation",4.03.12.003
122061039988,"shear; generic, steep dip; inferred; attitude not applicable; undefined generation",4.03.12.003
122061046601,"shear; generic, steep dip; concealed; attitude not entered; first generation",4.03.12.004
122061046602,"shear; generic, steep dip; concealed; attitude not entered; second generation",4.03.12.004
122061046603,"shear; generic, steep dip; concealed; attitude not entered; third generation",4.03.12.004
122061046604,"shear; generic, steep dip; concealed; attitude not entered; fourth generation",4.03.12.004
122061046610,"shear; generic, steep dip; concealed; attitude not entered; primary generation",4.03.12.004
122061046620,"shear; generic, steep dip; concealed; attitude not entered; multi-generation generation",4.03.12.004
122061046666,"shear; generic, steep dip; concealed; attitude not entered; not entered generation",4.03.12.004
122061046688,"shear; generic, steep dip; concealed; attitude not entered; undefined generation",4.03.12.004
122061047701,"shear; generic, steep dip; concealed; attitude unknown; first generation",4.03.12.004
122061047702,"shear; generic, steep dip; concealed; attitude unknown; second generation",4.03.12.004
122061047703,"shear; generic, steep dip; concealed; attitude unknown; third generation",4.03.12.004
122061047704,"shear; generic, steep dip; concealed; attitude unknown; fourth generation",4.03.12.004
122061047710,"shear; generic, steep dip; concealed; attitude unknown; primary generation",4.03.12.004
122061047720,"shear; generic, steep dip; concealed; attitude unknown; multi-generation generation",4.03.12.004
122061047766,"shear; generic, steep dip; concealed; attitude unknown; not entered generation",4.03.12.004
122061047788,"shear; generic, steep dip; concealed; attitude unknown; undefined generation",4.03.12.004
122061049901,"shear; generic, steep dip; concealed; attitude not applicable; first generation",4.03.12.004
122061049902,"shear; generic, steep dip; concealed; attitude not applicable; second generation",4.03.12.004
122061049903,"shear; generic, steep dip; concealed; attitude not applicable; third generation",4.03.12.004
122061049904,"shear; generic, steep dip; concealed; attitude not applicable; fourth generation",4.03.12.004
122061049910,"shear; generic, steep dip; concealed; attitude not applicable; primary generation",4.03.12.004
122061049920,"shear; generic, steep dip; concealed; attitude not applicable; multi-generation generation",4.03.12.004
122061049966,"shear; generic, steep dip; concealed; attitude not applicable; not entered generation",4.03.12.004
122061049988,"shear; generic, steep dip; concealed; attitude not applicable; undefined generation",4.03.12.004
122062016601,shear; motion undefined; defined; attitude not entered; first generation,4.03.12.001
122062016602,shear; motion undefined; defined; attitude not entered; second generation,4.03.12.001
122062016603,shear; motion undefined; defined; attitude not entered; third generation,4.03.12.001
122062016604,shear; motion undefined; defined; attitude not entered; fourth generation,4.03.12.001
122062016610,shear; motion undefined; defined; attitude not entered; primary generation,4.03.12.001
122062016620,shear; motion undefined; defined; attitude not entered; multi-generation generation,4.03.12.001
122062016666,shear; motion undefined; defined; attitude not entered; not entered generation,4.03.12.001
122062016688,shear; motion undefined; defined; attitude not entered; undefined generation,4.03.12.001
122062017701,shear; motion undefined; defined; attitude unknown; first generation,4.03.12.001
122062017702,shear; motion undefined; defined; attitude unknown; second generation,4.03.12.001
122062017703,shear; motion undefined; defined; attitude unknown; third generation,4.03.12.001
122062017704,shear; motion undefined; defined; attitude unknown; fourth generation,4.03.12.001
122062017710,shear; motion undefined; defined; attitude unknown; primary generation,4.03.12.001
122062017720,shear; motion undefined; defined; attitude unknown; multi-generation generation,4.03.12.001
122062017766,shear; motion undefined; defined; attitude unknown; not entered generation,4.03.12.001
122062017788,shear; motion undefined; defined; attitude unknown; undefined generation,4.03.12.001
122062019901,shear; motion undefined; defined; attitude not applicable; first generation,4.03.12.001
122062019902,shear; motion undefined; defined; attitude not applicable; second generation,4.03.12.001
122062019903,shear; motion undefined; defined; attitude not applicable; third generation,4.03.12.001
122062019904,shear; motion undefined; defined; attitude not applicable; fourth generation,4.03.12.001
122062019910,shear; motion undefined; defined; attitude not applicable; primary generation,4.03.12.001
122062019920,shear; motion undefined; defined; attitude not applicable; multi-generation generation,4.03.12.001
122062019966,shear; motion undefined; defined; attitude not applicable; not entered generation,4.03.12.001
122062019988,shear; motion undefined; defined; attitude not applicable; undefined generation,4.03.12.001
122062026601,shear; motion undefined; approximate; attitude not entered; first generation,4.03.12.002
122062026602,shear; motion undefined; approximate; attitude not entered; second generation,4.03.12.002
122062026603,shear; motion undefined; approximate; attitude not entered; third generation,4.03.12.002
122062026604,shear; motion undefined; approximate; attitude not entered; fourth generation,4.03.12.002
122062026610,shear; motion undefined; approximate; attitude not entered; primary generation,4.03.12.002
122062026620,shear; motion undefined; approximate; attitude not entered; multi-generation generation,4.03.12.002
122062026666,shear; motion undefined; approximate; attitude not entered; not entered generation,4.03.12.002
122062026688,shear; motion undefined; approximate; attitude not entered; undefined generation,4.03.12.002
122062027701,shear; motion undefined; approximate; attitude unknown; first generation,4.03.12.002
122062027702,shear; motion undefined; approximate; attitude unknown; second generation,4.03.12.002
122062027703,shear; motion undefined; approximate; attitude unknown; third generation,4.03.12.002
122062027704,shear; motion undefined; approximate; attitude unknown; fourth generation,4.03.12.002
122062027710,shear; motion undefined; approximate; attitude unknown; primary generation,4.03.12.002
122062027720,shear; motion undefined; approximate; attitude unknown; multi-generation generation,4.03.12.002
122062027766,shear; motion undefined; approximate; attitude unknown; not entered generation,4.03.12.002
122062027788,shear; motion undefined; approximate; attitude unknown; undefined generation,4.03.12.002
122062029901,shear; motion undefined; approximate; attitude not applicable; first generation,4.03.12.002
122062029902,shear; motion undefined; approximate; attitude not applicable; second generation,4.03.12.002
122062029903,shear; motion undefined; approximate; attitude not applicable; third generation,4.03.12.002
