GEOPOINTID,Legend_Description,GSC_SYMBOL
1100504880305,"planar; flow layering; vertical; undefined; known, stratigraphic order; calculated from imagery",4.14.04.011
1100504880306,"planar; flow layering; vertical; undefined; known, stratigraphic order; acquired from historical data",4.14.04.009
1100504880366,"planar; flow layering; vertical; undefined; known, stratigraphic order; not entered",4.14.04.011
1100504880401,"planar; flow layering; vertical; undefined; inferred, stratigraphic order; measured at station",4.14.04.009
1100504880402,"planar; flow layering; vertical; undefined; inferred, stratigraphic order; estimated at station",4.14.04.011
1100504880403,"planar; flow layering; vertical; undefined; inferred, stratigraphic order; estimated remotely",4.14.04.011
1100504880404,"planar; flow layering; vertical; undefined; inferred, stratigraphic order; calculated from data",4.14.04.011
1100504880405,"planar; flow layering; vertical; undefined; inferred, stratigraphic order; calculated from imagery",4.14.04.011
1100504880406,"planar; flow layering; vertical; undefined; inferred, stratigraphic order; acquired from historical data",4.14.04.009
1100504880466,"planar; flow layering; vertical; undefined; inferred, stratigraphic order; not entered",4.14.04.011
1100504880501,"planar; flow layering; vertical; undefined; inferred, bedding-cleavage; measured at station",4.14.04.009
1100504880502,"planar; flow layering; vertical; undefined; inferred, bedding-cleavage; estimated at station",4.14.04.011
1100504880503,"planar; flow layering; vertical; undefined; inferred, bedding-cleavage; estimated remotely",4.14.04.011
1100504880504,"planar; flow layering; vertical; undefined; inferred, bedding-cleavage; calculated from data",4.14.04.011
1100504880505,"planar; flow layering; vertical; undefined; inferred, bedding-cleavage; calculated from imagery",4.14.04.011
1100504880506,"planar; flow layering; vertical; undefined; inferred, bedding-cleavage; acquired from historical data",4.14.04.009
1100504880566,"planar; flow layering; vertical; undefined; inferred, bedding-cleavage; not entered",4.14.04.011
1100504880601,"planar; flow layering; vertical; undefined; unknown, historical data; measured at station",4.14.04.010
1100504880602,"planar; flow layering; vertical; undefined; unknown, historical data; estimated at station",4.14.04.012
1100504880603,"planar; flow layering; vertical; undefined; unknown, historical data; estimated remotely",4.14.04.012
1100504880604,"planar; flow layering; vertical; undefined; unknown, historical data; calculated from data",4.14.04.012
1100504880605,"planar; flow layering; vertical; undefined; unknown, historical data; calculated from imagery",4.14.04.012
1100504880606,"planar; flow layering; vertical; undefined; unknown, historical data; acquired from historical data",4.14.04.010
1100504880666,"planar; flow layering; vertical; undefined; unknown, historical data; not entered",4.14.04.012
1100504880701,planar; flow layering; vertical; undefined; no younging evidence; measured at station,4.14.04.010
1100504880702,planar; flow layering; vertical; undefined; no younging evidence; estimated at station,4.14.04.012
1100504880703,planar; flow layering; vertical; undefined; no younging evidence; estimated remotely,4.14.04.012
1100504880704,planar; flow layering; vertical; undefined; no younging evidence; calculated from data,4.14.04.012
1100504880705,planar; flow layering; vertical; undefined; no younging evidence; calculated from imagery,4.14.04.012
1100504880706,planar; flow layering; vertical; undefined; no younging evidence; acquired from historical data,4.14.04.010
1100504880766,planar; flow layering; vertical; undefined; no younging evidence; not entered,4.14.04.012
1100504886601,planar; flow layering; vertical; undefined; not entered; measured at station,4.14.04.010
1100504886602,planar; flow layering; vertical; undefined; not entered; estimated at station,4.14.04.012
1100504886603,planar; flow layering; vertical; undefined; not entered; estimated remotely,4.14.04.012
1100504886604,planar; flow layering; vertical; undefined; not entered; calculated from data,4.14.04.012
1100504886605,planar; flow layering; vertical; undefined; not entered; calculated from imagery,4.14.04.012
1100504886606,planar; flow layering; vertical; undefined; not entered; acquired from historical data,4.14.04.010
1100504886666,planar; flow layering; vertical; undefined; not entered; not entered,4.14.04.012
1100505100101,"planar; flow layering; horizontal; primary; known, sedimentary structure; measured at station",4.14.04.013
1100505100102,"planar; flow layering; horizontal; primary; known, sedimentary structure; estimated at station",4.14.04.014
1100505100103,"planar; flow layering; horizontal; primary; known, sedimentary structure; estimated remotely",4.14.04.014
1100505100104,"planar; flow layering; horizontal; primary; known, sedimentary structure; calculated from data",4.14.04.014
1100505100105,"planar; flow layering; horizontal; primary; known, sedimentary structure; calculated from imagery",4.14.04.014
1100505100106,"planar; flow layering; horizontal; primary; known, sedimentary structure; acquired from historical data",4.14.04.013
1100505100166,"planar; flow layering; horizontal; primary; known, sedimentary structure; not entered",4.14.04.014
1100505100201,"planar; flow layering; horizontal; primary; known, igneous structure; measured at station",4.14.04.013
1100505100202,"planar; flow layering; horizontal; primary; known, igneous structure; estimated at station",4.14.04.014
1100505100203,"planar; flow layering; horizontal; primary; known, igneous structure; estimated remotely",4.14.04.014
1100505100204,"planar; flow layering; horizontal; primary; known, igneous structure; calculated from data",4.14.04.014
1100505100205,"planar; flow layering; horizontal; primary; known, igneous structure; calculated from imagery",4.14.04.014
1100505100206,"planar; flow layering; horizontal; primary; known, igneous structure; acquired from historical data",4.14.04.013
1100505100266,"planar; flow layering; horizontal; primary; known, igneous structure; not entered",4.14.04.014
1100505100301,"planar; flow layering; horizontal; primary; known, stratigraphic order; measured at station",4.14.04.013
1100505100302,"planar; flow layering; horizontal; primary; known, stratigraphic order; estimated at station",4.14.04.014
1100505100303,"planar; flow layering; horizontal; primary; known, stratigraphic order; estimated remotely",4.14.04.014
1100505100304,"planar; flow layering; horizontal; primary; known, stratigraphic order; calculated from data",4.14.04.014
1100505100305,"planar; flow layering; horizontal; primary; known, stratigraphic order; calculated from imagery",4.14.04.014
1100505100306,"planar; flow layering; horizontal; primary; known, stratigraphic order; acquired from historical data",4.14.04.013
1100505100366,"planar; flow layering; horizontal; primary; known, stratigraphic order; not entered",4.14.04.014
1100505100401,"planar; flow layering; horizontal; primary; inferred, stratigraphic order; measured at station",4.14.04.013
1100505100402,"planar; flow layering; horizontal; primary; inferred, stratigraphic order; estimated at station",4.14.04.014
1100505100403,"planar; flow layering; horizontal; primary; inferred, stratigraphic order; estimated remotely",4.14.04.014
1100505100404,"planar; flow layering; horizontal; primary; inferred, stratigraphic order; calculated from data",4.14.04.014
1100505100405,"planar; flow layering; horizontal; primary; inferred, stratigraphic order; calculated from imagery",4.14.04.014
1100505100406,"planar; flow layering; horizontal; primary; inferred, stratigraphic order; acquired from historical data",4.14.04.013
1100505100466,"planar; flow layering; horizontal; primary; inferred, stratigraphic order; not entered",4.14.04.014
1100505100501,"planar; flow layering; horizontal; primary; inferred, bedding-cleavage; measured at station",4.14.04.013
1100505100502,"planar; flow layering; horizontal; primary; inferred, bedding-cleavage; estimated at station",4.14.04.014
1100505100503,"planar; flow layering; horizontal; primary; inferred, bedding-cleavage; estimated remotely",4.14.04.014
1100505100504,"planar; flow layering; horizontal; primary; inferred, bedding-cleavage; calculated from data",4.14.04.014
1100505100505,"planar; flow layering; horizontal; primary; inferred, bedding-cleavage; calculated from imagery",4.14.04.014
1100505100506,"planar; flow layering; horizontal; primary; inferred, bedding-cleavage; acquired from historical data",4.14.04.013
1100505100566,"planar; flow layering; horizontal; primary; inferred, bedding-cleavage; not entered",4.14.04.014
1100505100601,"planar; flow layering; horizontal; primary; unknown, historical data; measured at station",4.14.04.013
1100505100602,"planar; flow layering; horizontal; primary; unknown, historical data; estimated at station",4.14.04.014
1100505100603,"planar; flow layering; horizontal; primary; unknown, historical data; estimated remotely",4.14.04.014
1100505100604,"planar; flow layering; horizontal; primary; unknown, historical data; calculated from data",4.14.04.014
